tag,n,m,budget_ratio,interaction_type,brd_found_pne,brd_time,brd_alpha,initial_pne_welfare,gzr_status,gzr_mip_gap,gzr_obj_bound,gzr_cuts,gzr_br_calls,gzr_time,gzr_obj_val,gzr_first_pne_time,best_pne_welfare,first_pne_time,so_status,so_welfare,so_time,pos
3-50-2-cij,3,50,2,B,True,0.0306341648101806,1.0,6803.0,OPTIMAL,0.0,7086.0,16,33,0.3971214294433594,7086.0,0.0387277603149414,7086.0,0.0387277603149414,OPTIMAL,7122.0,0.0288987159729003,1.0050804403048264
3-50-5-cij,3,50,5,B,True,0.0420269966125488,1.0,11387.0,OPTIMAL,0.0,12011.0,106,168,2.9625062942504883,12011.0,0.0572211742401123,12011.0,0.0572211742401123,OPTIMAL,12051.0,0.1785941123962402,1.0033302805761386
3-50-8-cij,3,50,8,B,True,0.0160775184631347,1.0,13867.0,OPTIMAL,0.0,14684.0,3,18,0.0697169303894043,14684.0,0.0220613479614257,14684.0,0.0220613479614257,OPTIMAL,14684.0,0.0303249359130859,1.0
3-75-2-cij,3,75,2,B,True,0.0312447547912597,1.0,8841.0,OPTIMAL,0.0,9553.0,454,627,371.8077116012573,9553.0,0.0513017177581787,9553.0,0.0513017177581787,OPTIMAL,9746.0,0.1129903793334961,1.0202030775672564
3-75-5-cij,3,75,5,B,True,0.0298497676849365,1.0,18501.0,OPTIMAL,0.0,19054.0,105,177,4.476392030715942,19054.0,0.0298497676849365,19054.0,0.0298497676849365,OPTIMAL,19093.0,0.2071044445037841,1.0020468143172037
3-75-8-cij,3,75,8,B,True,0.0300135612487792,1.0,19975.0,OPTIMAL,0.0,21106.0,8,36,0.1471138000488281,21106.0,0.0392365455627441,21106.0,0.0392365455627441,OPTIMAL,21106.0,0.0297284126281738,1.0
2-100-2-cij-n,2,100,2,C,False,0.3885457515716553,1.002004008016032,5183.0,OPTIMAL,0.0,5470.0,655,662,49.945417404174805,5470.0,23.123595237731934,5470.0,23.123595237731934,OPTIMAL,5615.0,0.1097846031188964,1.026508226691042
2-100-5-cij-n,2,100,5,C,False,1.0575215816497805,1.006148941015714,7334.0,TIME_LIMIT,,8264.0,4910,4910,600.2647519111633,,,,,OPTIMAL,8281.0,0.0517773628234863,
2-100-8-cij-n,2,100,8,C,True,0.0322728157043457,1.0,7121.0,TIME_LIMIT,0.1182634730538922,8217.0,14891,14938,601.1575016975403,7348.0,0.0480248928070068,7121.0,0.0480248928070068,OPTIMAL,8233.0,0.0336699485778808,1.156157842999579
2-25-2-cij-n,2,25,2,C,True,0.0198760032653808,1.0,1229.0,OPTIMAL,0.0,1229.0,2,4,0.0724480152130127,1229.0,0.0320250988006591,1229.0,0.0320250988006591,OPTIMAL,1252.0,0.0453326702117919,1.0187144019528072
2-25-5-cij-n,2,25,5,C,False,0.3416512012481689,1.013752455795678,1703.0,OPTIMAL,0.0,1789.0,78,84,1.438840627670288,1789.0,1.411668062210083,1789.0,1.411668062210083,OPTIMAL,1840.0,0.0638563632965087,1.028507546115148
2-25-8-cij-n,2,25,8,C,True,0.0187768936157226,1.0,2284.0,OPTIMAL,0.0,2363.0,76,128,0.7105345726013184,2363.0,0.0350203514099121,2363.0,0.0350203514099121,OPTIMAL,2445.0,0.0101304054260253,1.0347016504443505
2-50-2-cij-n,2,50,2,C,False,0.3906214237213135,1.002394253790902,2595.0,INFEASIBLE,,-inf,527,542,65.64402723312378,,,,,OPTIMAL,2823.0,0.0719912052154541,
2-50-5-cij-n,2,50,5,C,False,0.412372350692749,1.0022831050228311,4718.0,OPTIMAL,0.0,4985.0,1332,1474,103.60972666740416,4985.0,3.286815643310547,4985.0,3.286815643310547,OPTIMAL,5149.0,0.1180346012115478,1.032898696088265
2-50-8-cij-n,2,50,8,C,True,0.0009980201721191,1.0,4501.0,TIME_LIMIT,0.0556478405315614,5084.0,15705,15886,600.4710896015167,4816.0,0.0009980201721191,4501.0,0.0009980201721191,OPTIMAL,5173.0,0.0268874168395996,1.1493001555209954
2-75-2-cij-n,2,75,2,C,False,0.4380748271942138,1.0033964095099466,3989.0,TIME_LIMIT,,4029.0,3816,3826,600.124852180481,,,,,OPTIMAL,4256.0,0.0737462043762207,
2-75-5-cij-n,2,75,5,C,False,0.4340078830718994,1.0086890819795995,6190.0,TIME_LIMIT,,6625.0,7258,7306,600.3264973163605,,,,,OPTIMAL,6657.0,0.2558145523071289,
2-75-8-cij-n,2,75,8,C,True,0.0439457893371582,1.0,6100.0,TIME_LIMIT,0.1218032786885245,6843.0,12152,12214,601.1573760509491,6100.0,0.0479440689086914,6100.0,0.0479440689086914,OPTIMAL,6867.0,0.0440526008605957,1.1257377049180328
3-100-2-cij-n,3,100,2,C,False,0.7726998329162598,1.0050282840980516,9658.0,TIME_LIMIT,,10701.0,1320,1323,600.1620125770569,,,,,OPTIMAL,10759.0,0.8485686779022217,
3-100-5-cij-n,3,100,5,C,False,1.675118923187256,1.0196182396606577,14319.0,TIME_LIMIT,,16160.0,4001,4041,600.4556574821472,,,,,OPTIMAL,16160.0,0.5347788333892822,
3-100-8-cij-n,3,100,8,C,False,0.8375623226165771,1.0077757978292563,14157.0,TIME_LIMIT,,16463.0,6255,6255,600.7443225383759,,,,,OPTIMAL,16485.0,0.0652368068695068,
3-25-2-cij-n,3,25,2,C,True,0.4209444522857666,1.0,2256.0,OPTIMAL,0.0,2256.0,38,51,5.399177312850952,2256.0,0.4209444522857666,2256.0,0.4209444522857666,OPTIMAL,2566.0,0.2341914176940918,1.1374113475177303
3-25-5-cij-n,3,25,5,C,True,0.0323154926300048,1.0,3968.0,OPTIMAL,0.0,4283.0,234,315,18.16690468788147,4283.0,0.039316177368164,4283.0,0.039316177368164,OPTIMAL,4446.0,0.2400197982788086,1.0380574363763715
3-25-8-cij-n,3,25,8,C,True,0.030104637145996,1.0,3968.0,OPTIMAL,0.0,4356.0,1069,1419,28.25003719329834,4356.0,0.0401098728179931,4356.0,0.0401098728179931,OPTIMAL,4571.0,0.0233502388000488,1.0493572084481175
3-50-2-cij-n,3,50,2,C,False,0.6761825084686279,1.0441767068273091,4500.0,TIME_LIMIT,,4842.0,422,423,600.0607073307037,,,,,OPTIMAL,5047.0,0.2077460289001464,
3-50-5-cij-n,3,50,5,C,False,1.3636109828948977,1.0098634294385431,6438.0,TIME_LIMIT,,7821.0,3891,3906,600.1816394329071,,,,,OPTIMAL,7870.0,0.5264575481414795,
3-50-8-cij-n,3,50,8,C,False,1.0963647365570068,1.0240447957839265,6820.0,TIME_LIMIT,,7833.0,6135,6360,600.1818981170654,,,,,OPTIMAL,7937.0,0.0622632503509521,
3-75-2-cij-n,3,75,2,C,False,1.0956313610076904,1.0142786804529789,6459.0,TIME_LIMIT,,6836.0,844,846,600.0636305809021,,,,,OPTIMAL,7025.0,0.847325325012207,
3-75-5-cij-n,3,75,5,C,False,1.499345779418945,1.0103492884864165,10147.0,TIME_LIMIT,,11643.0,3171,3171,600.2809739112854,,,,,OPTIMAL,11669.0,0.5301699638366699,
3-75-8-cij-n,3,75,8,C,False,1.139136791229248,1.002364066193853,10871.0,TIME_LIMIT,,12652.0,7595,7602,600.5405945777893,,,,,OPTIMAL,12705.0,0.0949227809906005,
2-100-2-cij-bc,2,100,2,BC,True,0.0431807041168212,1.0,5495.0,TIME_LIMIT,0.0313643491897543,5919.0,2441,2470,600.0703115463257,5739.0,0.0451815128326416,5495.0,0.0451815128326416,OPTIMAL,6068.0,0.0443618297576904,1.1042766151046406
2-100-5-cij-bc,2,100,5,BC,False,0.4525151252746582,1.0001963864886096,9549.0,TIME_LIMIT,,10182.0,4752,4754,600.1234548091888,,,,,OPTIMAL,10228.0,0.0348267555236816,
2-100-8-cij-bc,2,100,8,BC,True,0.0263352394104003,1.0,10838.0,TIME_LIMIT,0.0225834797891036,11637.0,14989,15230,601.2571566104889,11380.0,0.0344777107238769,10838.0,0.0344777107238769,OPTIMAL,11666.0,0.0247871875762939,1.07639785938365
2-25-2-cij-bc,2,25,2,BC,True,0.0048913955688476,1.0,1341.0,OPTIMAL,0.0,1402.0,5,12,0.130321979522705,1402.0,0.0064053535461425,1402.0,0.0064053535461425,OPTIMAL,1448.0,0.0158777236938476,1.0328102710413696
2-25-5-cij-bc,2,25,5,BC,True,0.0161330699920654,1.0,2785.0,OPTIMAL,0.0,2785.0,7,12,0.2215807437896728,2785.0,0.0319395065307617,2785.0,0.0319395065307617,OPTIMAL,2852.0,0.0453577041625976,1.0240574506283662
2-25-8-cij-bc,2,25,8,BC,True,0.0164663791656494,1.0,2788.0,OPTIMAL,0.0,2836.0,161,264,0.9454188346862792,2836.0,0.0223529338836669,2836.0,0.0223529338836669,OPTIMAL,2936.0,0.0,1.0352609308885754
2-50-2-cij-bc,2,50,2,BC,True,0.0289926528930664,1.0,2764.0,OPTIMAL,0.0,2861.0,82,94,4.19540810585022,2861.0,0.0365021228790283,2861.0,0.0365021228790283,OPTIMAL,2990.0,0.0677440166473388,1.0450891296749387
2-50-5-cij-bc,2,50,5,BC,True,0.0140838623046875,1.0,4842.0,OPTIMAL,0.0,5070.000000000021,965,1056,224.2622005939484,5070.0,0.0140838623046875,5070.0,0.0140838623046875,OPTIMAL,5216.0,0.1261825561523437,1.0287968441814597
2-50-8-cij-bc,2,50,8,BC,True,0.0153310298919677,1.0,5504.0,OPTIMAL,0.0,5944.0,5229,8956,35.64973545074463,5944.0,0.0153310298919677,5944.0,0.0153310298919677,OPTIMAL,6026.0,0.0126326084136962,1.0137954239569311
2-75-2-cij-bc,2,75,2,BC,False,0.4692385196685791,1.004703668861712,4275.0,TIME_LIMIT,,4476.0,2593,2614,600.125736951828,,,,,OPTIMAL,4586.0,0.0566537380218505,
2-75-5-cij-bc,2,75,5,BC,True,0.0348982810974121,1.0,7352.0,TIME_LIMIT,0.0053253669307702,7740.0,3378,3464,600.1907544136047,7699.0,0.0429098606109619,7352.0,0.0429098606109619,OPTIMAL,7798.0,0.0829007625579834,1.060663764961915
2-75-8-cij-bc,2,75,8,BC,False,0.6115677356719971,1.0071794871794872,7840.0,TIME_LIMIT,0.0208479737643476,8716.0,21161,21574,601.1814959049225,8538.0,4.1734654903411865,,4.1734654903411865,OPTIMAL,8771.0,0.0069358348846435,
3-100-2-cij-bc,3,100,2,BC,False,0.6723284721374512,1.0077473182359953,10315.0,TIME_LIMIT,,11401.0,1770,1785,600.1136131286621,,,,,OPTIMAL,11453.0,0.2771282196044922,
3-100-5-cij-bc,3,100,5,BC,False,0.6123058795928955,1.0060135790494666,17193.0,TIME_LIMIT,,18669.0,4276,4278,600.2859296798706,,,,,OPTIMAL,18670.0,0.2647998332977295,
3-100-8-cij-bc,3,100,8,BC,False,0.7654685974121094,1.0051845707175446,20482.0,TIME_LIMIT,,22481.0,9223,10353,600.4782598018646,,,,,OPTIMAL,22501.0,0.0785717964172363,
3-25-2-cij-bc,3,25,2,BC,False,0.5221517086029053,1.0125874125874126,2185.0,OPTIMAL,0.0,2397.0,26,33,1.0746946334838867,2397.0,0.6319026947021484,2397.0,0.6319026947021484,OPTIMAL,2514.0,0.0904707908630371,1.048811013767209
3-25-5-cij-bc,3,25,5,BC,True,0.0242009162902832,1.0,4470.0,OPTIMAL,0.0,4824.0,63,105,1.5044188499450684,4824.0,0.0400161743164062,4824.0,0.0400161743164062,OPTIMAL,4964.0,0.1036930084228515,1.029021558872305
3-25-8-cij-bc,3,25,8,BC,True,0.0318293571472168,1.0,4335.0,OPTIMAL,0.0,4935.0,76,225,0.8555431365966797,4935.0,0.0324318408966064,4935.0,0.0324318408966064,OPTIMAL,4985.0,0.0157046318054199,1.0101317122593718
3-50-2-cij-bc,3,50,2,BC,False,0.547731876373291,1.0137350465219317,5427.0,TIME_LIMIT,,5750.0,1505,1542,600.033073425293,,,,,OPTIMAL,5903.0,0.0994462966918945,
3-50-5-cij-bc,3,50,5,BC,True,0.039766788482666,1.0,8711.0,TIME_LIMIT,0.0317198990231588,9400.0,1878,2046,600.1366105079651,9111.0,0.053248643875122,8711.0,0.053248643875122,OPTIMAL,9463.0,0.3278858661651611,1.0863276317299966
3-50-8-cij-bc,3,50,8,BC,True,0.037189245223999,1.0,10123.0,TIME_LIMIT,0.0152119469436972,10945.0,8593,12252,600.5513668060303,10781.0,0.0688517093658447,10123.0,0.0688517093658447,OPTIMAL,11005.0,0.0636897087097168,1.0871283216437817
3-75-2-cij-bc,3,75,2,BC,False,0.6409399509429932,1.0063268892794377,7896.0,TIME_LIMIT,0.0125724146431652,8215.0,1091,1227,600.0356616973877,8113.0,151.69291877746582,,151.69291877746582,OPTIMAL,8375.0,0.361039400100708,
3-75-5-cij-bc,3,75,5,BC,True,0.208033800125122,1.0,12917.0,TIME_LIMIT,0.1270418827901215,14558.0,4115,4173,600.1814556121826,12917.0,0.2181341648101806,12917.0,0.2181341648101806,OPTIMAL,14577.0,0.4961776733398437,1.1285128125725787
3-75-8-cij-bc,3,75,8,BC,True,0.0587179660797119,1.0,15118.0,TIME_LIMIT,0.0087209302325581,16656.0,10287,12741,600.4616520404816,16512.0,0.090282917022705,15118.0,0.090282917022705,OPTIMAL,16718.0,0.0389032363891601,1.1058341050403493
